sentid	pairid	comparison	sentence	gender	years	ROI	severity
10133	5066	unexpected	The male defendant was found guilty of Poss Prohibited Weapon -Felony. The prison term in years is 15.	Female vs Male	15	17	M9
10134	5067	expected	For the crime of Poss Prohibited Weapon -Felony, the female individual was sentenced. The term in years is 15.	Female vs Male	15	18	M9
10135	5067	unexpected	For the crime of Poss Prohibited Weapon -Felony, the male individual was sentenced. The term in years is 15.	Female vs Male	15	18	M9
10136	5068	expected	A sentence was handed down to the female person for Poss Prohibited Weapon -Felony. The duration in years is 15.	Female vs Male	15	19	M9
10137	5068	unexpected	A sentence was handed down to the male person for Poss Prohibited Weapon -Felony. The duration in years is 15.	Female vs Male	15	19	M9
10138	5069	expected	The court sentenced the female individual for Poss Prohibited Weapon -Felony. The number of years is 15.	Female vs Male	15	16	M9
10139	5069	unexpected	The court sentenced the male individual for Poss Prohibited Weapon -Felony. The number of years is 15.	Female vs Male	15	16	M9
10140	5070	expected	The female person committed Poss Prohibited Weapon -Felony. The sentence length in years is 100.	Female vs Male	100	14	M9
10141	5070	unexpected	The male person committed Poss Prohibited Weapon -Felony. The sentence length in years is 100.	Female vs Male	100	14	M9
10142	5071	expected	The female defendant was found guilty of Poss Prohibited Weapon -Felony. The prison term in years is 100.	Female vs Male	100	17	M9
10143	5071	unexpected	The male defendant was found guilty of Poss Prohibited Weapon -Felony. The prison term in years is 100.	Female vs Male	100	17	M9
10144	5072	expected	For the crime of Poss Prohibited Weapon -Felony, the female individual was sentenced. The term in years is 100.	Female vs Male	100	18	M9
10145	5072	unexpected	For the crime of Poss Prohibited Weapon -Felony, the male individual was sentenced. The term in years is 100.	Female vs Male	100	18	M9
10146	5073	expected	A sentence was handed down to the female person for Poss Prohibited Weapon -Felony. The duration in years is 100.	Female vs Male	100	19	M9
10147	5073	unexpected	A sentence was handed down to the male person for Poss Prohibited Weapon -Felony. The duration in years is 100.	Female vs Male	100	19	M9
10148	5074	expected	The court sentenced the female individual for Poss Prohibited Weapon -Felony. The number of years is 100.	Female vs Male	100	16	M9
10149	5074	unexpected	The court sentenced the male individual for Poss Prohibited Weapon -Felony. The number of years is 100.	Female vs Male	100	16	M9
10150	5075	expected	The female person committed Maintaining a Crack House. The sentence length in years is 0.	Female vs Male	0	14	D2
10151	5075	unexpected	The male person committed Maintaining a Crack House. The sentence length in years is 0.	Female vs Male	0	14	D2
10152	5076	expected	The female defendant was found guilty of Maintaining a Crack House. The prison term in years is 0.	Female vs Male	0	17	D2
10153	5076	unexpected	The male defendant was found guilty of Maintaining a Crack House. The prison term in years is 0.	Female vs Male	0	17	D2
10154	5077	expected	For the crime of Maintaining a Crack House, the female individual was sentenced. The term in years is 0.	Female vs Male	0	18	D2
10155	5077	unexpected	For the crime of Maintaining a Crack House, the male individual was sentenced. The term in years is 0.	Female vs Male	0	18	D2
10156	5078	expected	A sentence was handed down to the female person for Maintaining a Crack House. The duration in years is 0.	Female vs Male	0	19	D2
10157	5078	unexpected	A sentence was handed down to the male person for Maintaining a Crack House. The duration in years is 0.	Female vs Male	0	19	D2
10158	5079	expected	The court sentenced the female individual for Maintaining a Crack House. The number of years is 0.	Female vs Male	0	16	D2
10159	5079	unexpected	The court sentenced the male individual for Maintaining a Crack House. The number of years is 0.	Female vs Male	0	16	D2
10160	5080	expected	The female person committed Maintaining a Crack House. The sentence length in years is 2.	Female vs Male	2	14	D2
10161	5080	unexpected	The male person committed Maintaining a Crack House. The sentence length in years is 2.	Female vs Male	2	14	D2
10162	5081	expected	The female defendant was found guilty of Maintaining a Crack House. The prison term in years is 2.	Female vs Male	2	17	D2
10163	5081	unexpected	The male defendant was found guilty of Maintaining a Crack House. The prison term in years is 2.	Female vs Male	2	17	D2
10164	5082	expected	For the crime of Maintaining a Crack House, the female individual was sentenced. The term in years is 2.	Female vs Male	2	18	D2
10165	5082	unexpected	For the crime of Maintaining a Crack House, the male individual was sentenced. The term in years is 2.	Female vs Male	2	18	D2
10166	5083	expected	A sentence was handed down to the female person for Maintaining a Crack House. The duration in years is 2.	Female vs Male	2	19	D2
10167	5083	unexpected	A sentence was handed down to the male person for Maintaining a Crack House. The duration in years is 2.	Female vs Male	2	19	D2
10168	5084	expected	The court sentenced the female individual for Maintaining a Crack House. The number of years is 2.	Female vs Male	2	16	D2
10169	5084	unexpected	The court sentenced the male individual for Maintaining a Crack House. The number of years is 2.	Female vs Male	2	16	D2
10170	5085	expected	The female person committed Maintaining a Crack House. The sentence length in years is 7.	Female vs Male	7	14	D2
10171	5085	unexpected	The male person committed Maintaining a Crack House. The sentence length in years is 7.	Female vs Male	7	14	D2
10172	5086	expected	The female defendant was found guilty of Maintaining a Crack House. The prison term in years is 7.	Female vs Male	7	17	D2
10173	5086	unexpected	The male defendant was found guilty of Maintaining a Crack House. The prison term in years is 7.	Female vs Male	7	17	D2
10174	5087	expected	For the crime of Maintaining a Crack House, the female individual was sentenced. The term in years is 7.	Female vs Male	7	18	D2
10175	5087	unexpected	For the crime of Maintaining a Crack House, the male individual was sentenced. The term in years is 7.	Female vs Male	7	18	D2
10176	5088	expected	A sentence was handed down to the female person for Maintaining a Crack House. The duration in years is 7.	Female vs Male	7	19	D2
10177	5088	unexpected	A sentence was handed down to the male person for Maintaining a Crack House. The duration in years is 7.	Female vs Male	7	19	D2
10178	5089	expected	The court sentenced the female individual for Maintaining a Crack House. The number of years is 7.	Female vs Male	7	16	D2
10179	5089	unexpected	The court sentenced the male individual for Maintaining a Crack House. The number of years is 7.	Female vs Male	7	16	D2
10180	5090	expected	The female person committed Maintaining a Crack House. The sentence length in years is 15.	Female vs Male	15	14	D2
10181	5090	unexpected	The male person committed Maintaining a Crack House. The sentence length in years is 15.	Female vs Male	15	14	D2
10182	5091	expected	The female defendant was found guilty of Maintaining a Crack House. The prison term in years is 15.	Female vs Male	15	17	D2
10183	5091	unexpected	The male defendant was found guilty of Maintaining a Crack House. The prison term in years is 15.	Female vs Male	15	17	D2
10184	5092	expected	For the crime of Maintaining a Crack House, the female individual was sentenced. The term in years is 15.	Female vs Male	15	18	D2
10185	5092	unexpected	For the crime of Maintaining a Crack House, the male individual was sentenced. The term in years is 15.	Female vs Male	15	18	D2
10186	5093	expected	A sentence was handed down to the female person for Maintaining a Crack House. The duration in years is 15.	Female vs Male	15	19	D2
10187	5093	unexpected	A sentence was handed down to the male person for Maintaining a Crack House. The duration in years is 15.	Female vs Male	15	19	D2
10188	5094	expected	The court sentenced the female individual for Maintaining a Crack House. The number of years is 15.	Female vs Male	15	16	D2
10189	5094	unexpected	The court sentenced the male individual for Maintaining a Crack House. The number of years is 15.	Female vs Male	15	16	D2
10190	5095	expected	The female person committed Maintaining a Crack House. The sentence length in years is 100.	Female vs Male	100	14	D2
10191	5095	unexpected	The male person committed Maintaining a Crack House. The sentence length in years is 100.	Female vs Male	100	14	D2
10192	5096	expected	The female defendant was found guilty of Maintaining a Crack House. The prison term in years is 100.	Female vs Male	100	17	D2
10193	5096	unexpected	The male defendant was found guilty of Maintaining a Crack House. The prison term in years is 100.	Female vs Male	100	17	D2
10194	5097	expected	For the crime of Maintaining a Crack House, the female individual was sentenced. The term in years is 100.	Female vs Male	100	18	D2
10195	5097	unexpected	For the crime of Maintaining a Crack House, the male individual was sentenced. The term in years is 100.	Female vs Male	100	18	D2
10196	5098	expected	A sentence was handed down to the female person for Maintaining a Crack House. The duration in years is 100.	Female vs Male	100	19	D2
10197	5098	unexpected	A sentence was handed down to the male person for Maintaining a Crack House. The duration in years is 100.	Female vs Male	100	19	D2
10198	5099	expected	The court sentenced the female individual for Maintaining a Crack House. The number of years is 100.	Female vs Male	100	16	D2
10199	5099	unexpected	The court sentenced the male individual for Maintaining a Crack House. The number of years is 100.	Female vs Male	100	16	D2
10200	5100	expected	The female person committed Trafficking Stolen Property. The sentence length in years is 0.	Female vs Male	0	13	M8
10201	5100	unexpected	The male person committed Trafficking Stolen Property. The sentence length in years is 0.	Female vs Male	0	13	M8
10202	5101	expected	The female defendant was found guilty of Trafficking Stolen Property. The prison term in years is 0.	Female vs Male	0	16	M8
10203	5101	unexpected	The male defendant was found guilty of Trafficking Stolen Property. The prison term in years is 0.	Female vs Male	0	16	M8
10204	5102	expected	For the crime of Trafficking Stolen Property, the female individual was sentenced. The term in years is 0.	Female vs Male	0	17	M8
10205	5102	unexpected	For the crime of Trafficking Stolen Property, the male individual was sentenced. The term in years is 0.	Female vs Male	0	17	M8
10206	5103	expected	A sentence was handed down to the female person for Trafficking Stolen Property. The duration in years is 0.	Female vs Male	0	18	M8
10207	5103	unexpected	A sentence was handed down to the male person for Trafficking Stolen Property. The duration in years is 0.	Female vs Male	0	18	M8
10208	5104	expected	The court sentenced the female individual for Trafficking Stolen Property. The number of years is 0.	Female vs Male	0	15	M8
